No.	Name	Description	Version	Popularity	Likes	Stars	Forks	Issues	Owner	Publisher	License	Last Commit	Repository URL
11	font_awesome_flutter	The Font Awesome Icon pack available as Flutter Icons. Provides 1600 additional icons to use in your apps.	10.3.0	99.86130975599185	3171	727	179	6	fluttercommunity	fluttercommunity.dev	NOASSERTION	2022-12-04T13:24:44.000Z	https://github.com/fluttercommunity/font_awesome_flutter
12	collection	Collections and utilities functions and classes related to collections.	1.17.0	99.82230312486456	706	264	69	34	dart-lang	dart.dev	BSD-3-Clause	2022-12-09T17:04:55.000Z	https://github.com/dart-lang/collection
13	lottie	Render After Effects animations natively on Flutter. This package is a pure Dart implementation of a Lottie player.	2.1.0	99.81796905473931	2443	885	163	95	xvrh	xaha.dev	MIT	2022-12-14T13:12:23.000Z	https://github.com/xvrh/lottie-flutter
14	sqflite	Flutter plugin for SQLite, a self-contained, high-reliability, embedded, SQL database engine.	2.2.2	99.81363498461405	3527	2529	452	126	tekartik	tekartik.com	BSD-2-Clause	2022-12-04T19:40:08.000Z	https://github.com/tekartik/sqflite/tree/master/sqflite
15	rxdart	RxDart is an implementation of the popular reactiveX api for asynchronous programming, leveraging the native Dart Streams api.	0.27.7	99.80496684436353	1950	3199	266	46	ReactiveX	fluttercommunity.dev	NOASSERTION	2022-11-28T15:48:04.000Z	https://github.com/ReactiveX/rxdart
16	crypto	Implementations of SHA, MD5, and HMAC cryptographic functions	3.0.2	99.79196463398777	1026	191	42	23	dart-lang	dart.dev	BSD-3-Clause	2022-11-10T17:45:46.000Z	https://github.com/dart-lang/crypto
17	flutter_secure_storage	Flutter Secure Storage provides API to store data in secure storage. Keychain is used in iOS, KeyStore based solution is used in Android.	7.0.1	99.78763056386254	2428	888	226	69	mogol	steenbakker.dev	BSD-3-Clause	2022-12-16T12:25:07.000Z	https://github.com/mogol/flutter_secure_storage/tree/develop/flutter_secure_storage
18	shimmer	A package provides an easy way to add shimmer effect in Flutter project	2.0.0	99.77462835348676	3226	1551	185	29	hnvn	hunghd.dev	BSD-3-Clause	2022-07-08T03:27:47.000Z	https://github.com/hnvn/flutter_shimmer
19	flutter_native_splash	Customize Flutter's default white native splash screen with background color and splash image. Supports dark mode, full screen, and more.	2.2.16	99.76162614311099	4956	936	142	15	jonbhanson	jonhanson.net	MIT	2022-11-27T17:58:46.000Z	https://github.com/jonbhanson/flutter_native_splash
20	async	Utility functions and classes related to the 'dart:async' library.	2.10.0	99.75729207298573	366	213	44	13	dart-lang	dart.dev	BSD-3-Clause	2022-11-09T17:20:16.000Z	https://github.com/dart-lang/async
21	flutter_inappwebview	A Flutter plugin that allows you to add an inline webview, to use an headless webview, and to open an in-app browser window.	5.7.2+3	99.74862393273524	1526	2308	968	588	pichillilorenzo	inappwebview.dev	Apache-2.0	2022-12-16T14:49:41.000Z	https://github.com/pichillilorenzo/flutter_inappwebview
22	http_parser	A platform-independent package for parsing and serializing HTTP formats.	4.0.2	99.73995579248472	132	24	23	3	dart-lang	dart.dev	BSD-3-Clause	2022-10-31T00:30:28.000Z	https://github.com/dart-lang/http_parser
23	html	APIs for parsing and manipulating HTML content outside the browser.	0.15.1	99.7226195119837	393	232	56	71	dart-lang	tools.dart.dev	NOASSERTION	2022-11-09T23:34:42.000Z	https://github.com/dart-lang/html
24	mime	Utilities for handling media (MIME) types, including determining a type from a file extension and file contents.	1.0.3	99.70961730160795	252	78	38	21	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-13T15:49:04.000Z	https://github.com/dart-lang/mime
25	args	Library for defining parsers for parsing raw command-line arguments into a set of options and values using GNU and POSIX style options.	2.3.1	99.7052832314827	259	171	60	39	dart-lang	dart.dev	BSD-3-Clause	2022-11-09T20:45:35.000Z	https://github.com/dart-lang/args
26	logging	Provides APIs for debugging and error logging, similar to loggers in other languages, such as the Closure JS Logger and java.util.logging.Logger.	1.1.0	99.70094916135743	483	239	41	17	dart-lang	dart.dev	BSD-3-Clause	2022-12-06T22:23:52.000Z	https://github.com/dart-lang/logging
27	archive	Provides encoders and decoders for various archive and compression formats such as zip, tar, bzip2, gzip, and zlib.	3.3.5	99.69228102110692	417	296	85	73	brendan-duncan	loki3d.com	MIT	2022-12-06T19:46:53.000Z	https://github.com/brendan-duncan/archive
28	dart_code_metrics	Software analytics tool that helps developers analyse and improve software quality.	5.2.1	99.68794695098167	749	738	83	56	dart-code-checker	dartcodemetrics.dev	MIT	2022-12-16T15:09:38.000Z	https://github.com/dart-code-checker/dart-code-metrics
29	flutter_rating_bar	A simple yet fully customizable ratingbar for flutter which also include a rating bar indicator, supporting any fraction of rating.	4.0.1	99.67927881073115	1578	320	75	39	sarbagyastha	sarbagyastha.com.np	MIT	2022-11-28T13:51:05.000Z	https://github.com/sarbagyastha/flutter_rating_bar
30	json_serializable	Automatically generate code for converting to and from JSON by annotating Dart classes.	6.5.4	99.6662766003554	2411	1376	350	76	google	google.dev	BSD-3-Clause	2022-12-05T17:46:38.000Z	https://github.com/google/json_serializable.dart/tree/master/json_serializable
31	pin_code_fields	A flutter package which will help you to generate pin code fields. Can be useful for OTP for example.	7.4.0	99.66194253023014	1626	549	245	14	adar2378	theadar.xyz	MIT	2022-12-15T16:10:20.000Z	https://github.com/adar2378/pin_code_fields
32	yaml	A parser for YAML, a human-friendly data serialization standard	3.1.1	99.63593810947862	173	120	53	18	dart-lang	tools.dart.dev	MIT	2022-11-15T20:27:41.000Z	https://github.com/dart-lang/yaml
33	convert	Utilities for converting between data representations. Provides a number of Sink, Codec, Decoder, and Encoder types.	3.1.1	99.62726996922811	64	45	21	8	dart-lang	dart.dev	BSD-3-Clause	2022-10-12T21:53:57.000Z	https://github.com/dart-lang/convert
34	web_socket_channel	StreamChannel wrappers for WebSockets. Provides a cross-platform WebSocketChannel API, a cross-platform implementation of that API that communicates over an underlying StreamChannel.	2.2.0	99.61426775885234	762	312	81	84	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-07T09:27:31.000Z	https://github.com/dart-lang/web_socket_channel
35	source_span	A library for identifying source spans and locations.	1.9.1	99.58392926797556	18	21	14	12	dart-lang	tools.dart.dev	BSD-3-Clause	2022-10-25T17:24:45.000Z	https://github.com/dart-lang/source_span
36	string_scanner	A class for parsing strings using a sequence of patterns.	1.2.0	99.57526112772504	150	51	13	5	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-13T00:08:03.000Z	https://github.com/dart-lang/string_scanner
37	typed_data	Utility functions and classes related to the dart:typed_data library.	1.3.1	99.57092705759979	30	29	10	3	dart-lang	dart.dev	BSD-3-Clause	2022-11-10T17:39:40.000Z	https://github.com/dart-lang/typed_data
38	shelf	A model for web server middleware that encourages composition and easy reuse.	1.4.0	99.56659298747454	558	700	102	29	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-08T17:24:18.000Z	https://github.com/dart-lang/shelf/tree/master/pkgs/shelf
39	bloc	A predictable state management library that helps implement the BLoC (Business Logic Component) design pattern.	8.1.0	99.54492263684827	2072	9884	3020	93	felangel	bloclibrary.dev	MIT	2022-12-11T03:56:07.000Z	https://github.com/felangel/bloc/tree/master/packages/bloc
40	term_glyph	Useful Unicode glyphs and ASCII substitutes.	1.2.1	99.54058856672302	21	10	10	0	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-15T22:30:35.000Z	https://github.com/dart-lang/term_glyph
41	clock	A fakeable wrapper for dart:core clock APIs.	1.1.1	99.53625449659775	119	34	13	1	dart-lang	tools.dart.dev	Apache-2.0	2022-11-09T23:23:34.000Z	https://github.com/dart-lang/clock
42	pub_semver	Versions and version constraints implementing pub's versioning policy. This is very similar to vanilla semver, with a few corner cases.	2.1.3	99.5319204264725	71	47	22	8	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-12T00:56:02.000Z	https://github.com/dart-lang/pub_semver
43	stack_trace	A package for manipulating stack traces and printing them readably.	1.11.0	99.51891821609674	146	102	19	18	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-01T20:24:46.000Z	https://github.com/dart-lang/stack_trace
44	qr_code_scanner	QR code scanner that can be embedded inside flutter. It uses zxing in Android and MTBBarcode scanner in iOS.	1.0.1	99.49724786547046	1494	854	577	127	juliuscanute		BSD-2-Clause	2022-12-14T08:23:47.000Z	https://github.com/juliuscanute/qr_code_scanner
45	shelf_static	Static file server support for the shelf package and ecosystem.	1.1.1	99.48857972521995	53	24	25	3	dart-archive	tools.dart.dev	BSD-3-Clause	2022-05-09T20:32:05.000Z	https://github.com/dart-lang/shelf/tree/master/pkgs/shelf_static
46	webkit_inspection_protocol	A client for the Chrome DevTools Protocol (previously called the Webkit Inspection Protocol).	1.2.0	99.46690937459368	4	24	26	4	google	google.dev	BSD-3-Clause	2022-11-14T17:14:57.000Z	https://github.com/google/webkit_inspection_protocol.dart
47	io	Utilities for the Dart VM Runtime including support for ANSI colors, file copying, and standard exit code values.	1.0.3	99.45390716421791	26	32	16	19	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-15T20:27:29.000Z	https://github.com/dart-lang/io
48	flutter_riverpod	A simple way to access state from anywhere in your application while robust and testable.	2.1.1	99.4365708837169	1321	3837	617	104	rrousselGit	dash-overflow.net	MIT	2022-12-17T20:19:05.000Z	https://github.com/rrousselGit/riverpod
49	csslib	A library for parsing and analyzing CSS (Cascading Style Sheets)	0.17.2	99.42790274346639	22	69	32	21	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-15T15:46:59.000Z	https://github.com/dart-lang/csslib
50	petitparser	A dynamic parser framework to build efficient grammars and parsers quickly.	5.1.0	99.42356867334114	189	381	51	5	petitparser	lukas-renggli.ch	MIT	2022-12-12T07:53:31.000Z	https://github.com/petitparser/dart-petitparser
51	glob	A library to perform Bash-style file and directory globbing.	2.1.1	99.41056646296536	37	36	14	6	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-09T23:20:11.000Z	https://github.com/dart-lang/glob
52	package_config	Support for reading and writing Dart Package Configuration files.	2.1.0	99.40623239284012	6	13	16	6	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-15T20:29:54.000Z	https://github.com/dart-lang/package_config
53	stream_channel	An abstraction for two-way communication channels based on the Dart Stream class.	2.1.1	99.40189832271487	28	38	20	4	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-10T11:30:32.000Z	https://github.com/dart-lang/stream_channel
54	watcher	A file system watcher. It monitors changes to contents of directories and sends notifications when files have been added, removed, or modified.	1.0.2	99.39323018246435	112	102	26	19	dart-lang	tools.dart.dev	BSD-3-Clause	2022-10-14T17:19:59.000Z	https://github.com/dart-lang/watcher
55	fixnum	Library for 32- and 64-bit signed fixed-width integers with consistent behavior between native and JS runtimes.	1.0.1	99.3888961123391	25	36	25	16	dart-lang	dart.dev	BSD-3-Clause	2022-12-08T16:13:54.000Z	https://github.com/dart-lang/fixnum
56	coverage	Coverage data manipulation and formatting	1.6.1	99.38456204221384	60	90	55	27	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-14T22:55:10.000Z	https://github.com/dart-lang/coverage
57	shelf_web_socket	A shelf handler that wires up a listener for every connection.	1.0.3	99.36722576171283	80	22	15	6	dart-archive	tools.dart.dev	BSD-3-Clause	2022-05-09T20:49:07.000Z	https://github.com/dart-lang/shelf/tree/master/pkgs/shelf_web_socket
58	http_multi_server	A dart:io HttpServer wrapper that handles requests from multiple servers.	3.2.1	99.35422355133706	31	22	13	1	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-09T23:47:30.000Z	https://github.com/dart-lang/http_multi_server
59	pool	Manage a finite pool of resources. Useful for controlling concurrent file system or network requests.	1.5.1	99.3412213409613	45	35	20	5	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-09T23:47:56.000Z	https://github.com/dart-lang/pool
60	source_maps	A library to programmatically manipulate source map files.	0.10.11	99.33688727083604	0	12	14	13	dart-lang	tools.dart.dev	BSD-3-Clause	2022-10-19T17:16:50.000Z	https://github.com/dart-lang/source_maps
61	shelf_packages_handler	A shelf handler for serving a `packages/` directory.	3.0.1	99.31088285008451	2	3	4	0	dart-archive	tools.dart.dev	BSD-3-Clause	2022-05-09T20:49:46.000Z	https://github.com/dart-lang/shelf/tree/master/pkgs/shelf_packages_handler
62	tuple	A library providing a tuple data structure.	2.0.1	99.302214709834	356	171	27	11	google	google.dev	BSD-2-Clause	2022-10-06T20:21:52.000Z	https://github.com/google/tuple.dart
63	matcher	Support for specifying test expectations via an extensible Matcher class. Also includes a number of built-in Matcher implementations for common cases.	0.12.14	99.29788063970875	28	53	32	27	dart-lang	dart.dev	BSD-3-Clause	2022-12-13T19:01:10.000Z	https://github.com/dart-lang/matcher
64	flutter_image_compress	Compress image with native (Objective-C/Kotlin) with faster speed. Support Android/iOS.	1.1.3	99.2935465695835	815	505	132	60	fluttercandies		MIT	2022-09-22T08:48:55.000Z	https://github.com/fluttercandies/flutter_image_compress
65	source_map_stack_trace	A package for applying source maps to stack traces.	2.1.1	99.28487842933299	5	5	7	0	dart-lang	tools.dart.dev	BSD-3-Clause	2022-10-18T18:16:18.000Z	https://github.com/dart-lang/source_map_stack_trace
66	sync_http	Synchronous HTTP client for Dart.	0.3.1	99.28054435920774	4	10	14	5	google	google.dev	BSD-3-Clause	2022-12-02T18:53:11.000Z	https://github.com/google/sync_http.dart
67	webdriver	Provides WebDriver bindings for Dart. Supports WebDriver JSON interface and W3C spec. Requires the use of WebDriver remote server.	3.0.1	99.26754214883196	29	121	59	23	google	google.dev	Apache-2.0	2022-12-15T01:13:15.000Z	https://github.com/google/webdriver.dart
68	wakelock	Plugin that allows you to keep the device screen awake, i.e. prevent the screen from sleeping on Android, iOS, macOS, Windows, and web.	0.6.2	99.26320807870671	1120	336	57	7	creativecreatorormaybenot	creativemaybeno.dev	BSD-3-Clause	2022-09-13T04:03:51.000Z	https://github.com/creativecreatorormaybenot/wakelock/tree/main/wakelock
69	dropdown_search	Simple and robust Searchable Dropdown with item search feature, making it possible to use an offline item list or filtering URL for easy customization.	5.0.5	99.2545399384562	1183	239	219	11	salim-lachdhaf	salimdev.ovh	MIT	2022-12-05T08:46:47.000Z	https://github.com/salim-lachdhaf/searchable_dropdown
70	boolean_selector	A flexible syntax for boolean expressions, based on a simplified version of Dart's expression syntax.	2.1.1	99.24153772808044	9	15	12	1	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-10T17:41:56.000Z	https://github.com/dart-lang/boolean_selector
71	json_rpc_2	Utilities to write a client or server using the JSON-RPC 2.0 spec.	3.0.2	99.21119923720366	56	63	33	6	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-09T23:47:44.000Z	https://github.com/dart-lang/json_rpc_2
72	flutter_keyboard_visibility	Flutter plugin for discovering the state of the soft-keyboard visibility on Android and iOS.	5.4.0	99.20253109695315	556	300	61	17	MisterJimson	jasonrai.ca	MIT	2022-12-08T13:51:05.000Z	https://github.com/MisterJimson/flutter_keyboard_visibility
73	shelf_proxy	A shelf handler for proxying HTTP requests to another server.	1.0.2	99.19386295670265	49	24	15	10	dart-archive	tools.dart.dev	BSD-3-Clause	2022-05-09T20:50:00.000Z	https://github.com/dart-lang/shelf/tree/master/pkgs/shelf_proxy
74	completion	A package to add shell command completion to your Dart application	1.0.1	99.18519481645212	25	53	11	1	kevmoo	j832.com	BSD-3-Clause	2022-12-14T20:13:37.000Z	https://github.com/kevmoo/completion.dart
75	fake_async	Fake asynchronous events such as timers and microtasks for deterministic testing.	1.3.1	99.18086074632687	48	68	13	5	dart-lang	dart.dev	Apache-2.0	2022-11-09T23:22:10.000Z	https://github.com/dart-lang/fake_async
76	browser_launcher	Provides a standardized way to launch web browsers for testing and tools.	1.1.1	99.1591903957006	5	10	9	2	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-13T18:32:41.000Z	https://github.com/dart-lang/browser_launcher
77	sse	Provides client and server functionality for setting up bi-directional communication through Server Sent Events (SSE) and corresponding POST requests.	4.1.2	99.15485632557535	24	49	18	5	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-14T21:03:50.000Z	https://github.com/dart-lang/sse
78	sentry_flutter	Sentry SDK for Flutter. This package aims to support different Flutter targets by relying on the many platforms supported by Sentry with native SDKs.	6.18.1	99.14618818532483	495	600	158	78	getsentry	sentry.io	MIT	2022-12-17T03:02:13.000Z	https://github.com/getsentry/sentry-dart
79	usage	A Google Analytics wrapper for command-line, web, and Flutter apps.	4.1.0	99.14185411519958	58	139	48	15	dart-lang	tools.dart.dev	BSD-3-Clause	2022-10-20T20:09:59.000Z	https://github.com/dart-lang/usage
80	pdf	A pdf producer for Dart. It can create pdf files for both web or flutter.	3.8.4	99.12885190482382	1744	949	370	117	DavBfr	nfet.net	Apache-2.0	2022-12-06T09:29:55.000Z	https://github.com/DavBfr/dart_pdf
81	ffi	Utilities for working with Foreign Function Interface (FFI) code.	2.0.1	99.12018376457331	161	125	28	20	dart-lang	dart.dev	BSD-3-Clause	2022-11-21T11:11:52.000Z	https://github.com/dart-lang/ffi
82	internet_connection_checker	A pure Dart library that checks for internet by opening a socket to a list of specified addresses, each with individual port and timeout. Defaults are provided for convenience.	1.0.0+1	99.11584969444806	614	61	16	14	RounakTadvi		NOASSERTION	2022-09-22T10:54:54.000Z	https://github.com/RounakTadvi/internet_connection_checker
83	vector_math	A Vector Math library for 2D and 3D applications.	2.1.4	99.10718155419754	197	259	77	19	google	google.dev	NOASSERTION	2022-11-01T09:39:33.000Z	https://github.com/google/vector_math.dart
84	pinput	Pin code input (OTP) text field, iOS SMS autofill, Android SMS autofill One Time Code, Password, Passcode, Captcha, Security, Coupon, Wowcher, 2FA, Two step verification	2.2.16	99.09851341394705	1295	447	110	5	Tkko	fman.ge	MIT	2022-10-07T08:18:37.000Z	https://github.com/Tkko/Flutter_PinPut
85	youtube_player_flutter	Flutter plugin for playing or streaming inline YouTube videos using the official iFrame player API. This plugin supports both Android and iOS.	8.1.1	99.08984527369653	1045	555	563	311	sarbagyastha	sarbagyastha.com.np	BSD-3-Clause	2022-12-12T15:34:31.000Z	https://github.com/sarbagyastha/youtube_player_flutter
86	flutter_downloader	Powerful plugin making it easy to download files.	1.9.1	99.08551120357127	1050	782	426	270	fluttercommunity	fluttercommunity.dev	BSD-3-Clause	2022-12-17T18:49:53.000Z	https://github.com/fluttercommunity/flutter_downloader
87	timezone	Time zone database and time zone aware DateTime.	0.9.0	99.06817492307025	240	76	38	31	srawlins		BSD-2-Clause	2022-11-07T12:23:11.000Z	https://github.com/srawlins/timezone
88	flutter_hooks	A flutter implementation of React hooks. It adds a new kind of widget with enhanced code reuse.	0.18.5+1	99.05950678281975	1522	2553	147	29	rrousselGit	dash-overflow.net	MIT	2022-07-20T09:57:15.000Z	https://github.com/rrousselGit/flutter_hooks/tree/master/packages/flutter_hooks
89	quiver	Quiver is a set of utility libraries for Dart that makes using many Dart libraries easier and more convenient, or adds additional functionality.	3.1.0	99.0161660815672	409	901	140	50	google	google.dev	Apache-2.0	2022-12-09T17:16:25.000Z	https://github.com/google/quiver-dart
90	flutter_map	A versatile mapping package for Flutter, based off leaflet.js, that's simple and easy to learn, yet completely customizable and configurable.	3.0.0	98.98582759069042	1104	2231	711	25	fleaflet	fleaflet.dev	BSD-3-Clause	2022-12-11T21:07:27.000Z	https://github.com/fleaflet/flutter_map
91	jiffy	Jiffy is a date dart package inspired by momentjs for parsing, manipulating and formatting dates	5.0.0	98.98149352056517	569	401	78	32	jama5262		MIT	2022-11-02T17:46:17.000Z	https://github.com/jama5262/jiffy
92	hooks_riverpod	A simple way to access state from anywhere in your application while robust and testable.	2.1.1	98.93381874918737	554	3837	617	104	rrousselGit	dash-overflow.net	MIT	2022-12-17T20:19:05.000Z	https://github.com/rrousselGit/riverpod
93	win32	A Dart library for accessing common Win32 APIs using FFI. No C required!	3.1.3	98.91214839856109	561	601	94	31	timsneath	sneath.org	BSD-3-Clause	2022-12-17T10:19:39.000Z	https://github.com/timsneath/win32
94	printing	Plugin that allows Flutter apps to generate and print documents to compatible printers on Android, iOS, macOS, Windows, and Linux, as well as web print.	5.9.3	98.89481211806007	973	949	370	117	DavBfr	nfet.net	Apache-2.0	2022-12-06T09:29:55.000Z	https://github.com/DavBfr/dart_pdf
95	socket_io_client	Dartlang port of socket.io-client for web, flutter, dartvm to use	2.0.0	98.8818099076843	881	551	140	95	rikulo		MIT	2022-12-17T13:34:57.000Z	https://github.com/rikulo/socket.io-client-dart
96	googleapis	Auto-generated client libraries for accessing Google APIs described through the API discovery service.	9.2.0	98.87747583755905	667	329	102	33	google	google.dev	BSD-3-Clause	2022-12-08T01:19:31.000Z	https://github.com/google/googleapis.dart/tree/master/generated/googleapis
97	flutter_form_builder	This package helps in creation of forms in Flutter by removing the boilerplate code, reusing validation, react to changes, and collect final user input.	7.7.0	98.8731417674338	1716	1191	441	52	flutter-form-builder-ecosystem	flutterformbuilderecosystem.com	BSD-3-Clause	2022-12-15T15:22:03.000Z	https://github.com/flutter-form-builder-ecosystem/flutter_form_builder
98	mockito	A mock framework inspired by Mockito with APIs for Fakes, Mocks, behavior verification, and stubbing.	5.3.2	98.86447362718329	891	553	146	56	dart-lang	dart.dev	Apache-2.0	2022-12-14T21:34:39.000Z	https://github.com/dart-lang/mockito
99	event_bus	A simple Event Bus using Dart Streams for decoupling applications	2.0.0	98.85580548693278	463	697	75	0	marcojakob	jakobservices.ch	MIT	2022-03-01T17:38:59.000Z	https://github.com/marcojakob/dart-event-bus
100	pubspec_parse	Simple package for parsing pubspec.yaml files with a type-safe API and rich error reporting.	1.2.1	98.84713734668227	24	42	16	5	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-12T22:14:20.000Z	https://github.com/dart-lang/pubspec_parse
101	dotted_line	This package allows you to draw dotted lines with Flutter. You can draw a beautiful dotted line.	3.1.0	98.8341351363065	177	33	12	4	umechanhika		BSD-3-Clause	2022-09-04T08:08:54.000Z	https://github.com/umechanhika/dotted_line
102	video_thumbnail	A flutter plugin for creating a thumbnail from a local video file or from a video URL.	0.5.3	98.80379664542971	340	153	114	28	justsoft		MIT	2022-11-14T15:45:18.000Z	https://github.com/justsoft/video_thumbnail
103	mobile_scanner	A universal barcode and QR code scanner for Flutter based on MLKit. Uses CameraX on Android, AVFoundation on iOS and Apple Vision & AVFoundation on macOS.	2.1.0	98.7777922246782	687	319	194	75	juliansteenbakker	steenbakker.dev	BSD-3-Clause	2022-12-13T12:26:48.000Z	https://github.com/juliansteenbakker/mobile_scanner
104	cli_util	A library to help in building Dart command-line apps.	0.3.5	98.75612187405193	40	45	22	5	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-15T15:54:18.000Z	https://github.com/dart-lang/cli_util
105	awesome_notifications	A complete solution to create Local and Push Notifications, customizing buttons, images, sounds, emoticons and applying many different layouts for Flutter apps.	0.7.4+1	98.75178780392667	1930	560	211	24	rafaelsetragni	carda.me	Apache-2.0	2022-11-28T13:30:31.000Z	https://github.com/rafaelsetragni/awesome_notifications
106	grouped_list	A Flutter ListView where the list items can be grouped into sections.	5.1.2	98.7387855935509	911	275	78	45	Dimibe	begnis.dev	MIT	2022-10-20T16:04:42.000Z	https://github.com/Dimibe/grouped_list
107	flutter_staggered_animations	Easily add staggered animations to your ListView, GridView, Column and Row children as shown in Material Design guidelines	1.1.1	98.73445152342565	1317	1231	119	10	The-ring-io	dailyn.app	MIT	2022-11-09T20:05:42.000Z	https://github.com/mobiten/flutter_staggered_animations
108	stream_transform	A collection of utilities to transform and manipulate streams.	2.1.0	98.72144931304987	159	104	18	11	dart-lang	tools.dart.dev	BSD-3-Clause	2022-12-12T18:24:29.000Z	https://github.com/dart-lang/stream_transform
109	characters	String replacement with operations that are Unicode/grapheme cluster aware.	1.2.1	98.6911108221731	272	54	11	3	dart-lang	dart.dev	BSD-3-Clause	2022-11-09T23:30:34.000Z	https://github.com/dart-lang/characters
110	rive	Rive 2 Flutter Runtime. This package provides runtime functionality for playing back and interacting with animations built with the Rive editor available at https://rive.app.	0.10.0	98.67377454167209	975	751	126	51	rive-app	rive.app	MIT	2022-12-14T22:15:44.000Z	https://github.com/rive-app/rive-flutter
111	protobuf	Runtime library for protocol buffers support. Use https://pub.dev/packages/protoc_plugin to generate dart code for your '.proto' files.	2.1.0	98.65643826117106	130	57442	14648	678	protocolbuffers	google.dev	NOASSERTION	2022-12-17T21:34:26.000Z	https://github.com/google/protobuf.dart/tree/master/protobuf
112	responsive_framework	Easily make Flutter apps responsive. Automatically adapt UI to different screen sizes. Responsiveness made simple.	0.2.0	98.62609977029429	2100	923	110	50	Codelessly	codelessly.com	0BSD	2022-09-18T16:01:30.000Z	https://github.com/Codelessly/ResponsiveFramework
113	lints	Official Dart lint rules. Defines the 'core' and 'recommended' set of lints suggested by the Dart team.	2.0.1	98.61309755991851	162	66	22	23	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-14T22:19:20.000Z	https://github.com/dart-lang/lints
114	animate_do	Beautiful animations inspired on Animate.css, every animation is a widget that contains default but customizable values that look attractive.	3.0.2	98.587093139167	2898	157	30	7	Klerith	fernando-herrera.com	MIT	2022-11-24T13:47:31.000Z	https://github.com/Klerith/animate_do_package
